Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB
apin1244	lapsyd	apinaye_apin1244	33	16	17	upsid	apin1244-226	30	13	17	0.70	0.86	e ⁿd m ⁿb ɯ̃ ã t n i ɔ a p o v ʔ s ĩ ʌ̃ u ɛ ⁿdʒ ɯ k õ ʌ ⁿg ɲ j ʑ ɛ̃ ɤ ũ tɕ	a ã e ɛ ɛ̃ ɤ i ĩ k ⁿb ⁿd ⁿɟ ⁿg o õ ɔ p ɽ s t tʃ u ũ ɯ ɯ̃ v ʌ ʌ̃ ʒ ʔ
nezp1238	lapsyd	nezperce_nezp1238	40	30	10	upsid	nezp1238-490	30	25	5	0.46	0.69	a kʷ qʼʷ pʼ tsʼ χ i kʼʷ uː m w s oː n qʼ x aː æː æ w̰ l̰ qʷ k tʼ iː j̰ q kʼ o ɬ m̰ l p n̰ ts h ʔ t u j	a æ h ɪ j j̰ k kʼ l l̰ ɬ m m̰ n̪ n̪̰ ɔ p pʼ qʼ qχ s t t̪ tʼ t̪ʼ ɯ w w̰ x ʔ
kekc1242	lapsyd	kekchi_kekc1242	32	22	10	upsid	kekc1242-397	26	21	5	0.61	0.78	aː tʼ t o ts p e tsʼ iː q m a ɓ qʼ oː k χ uː n u l ʂ eː ʃ i tʃ ʔ w kʼ s j tʃʼ	a b̰ e̞ i j k kʼ l m n o̞ p q qʼ s ʃ t ts tsʼ tʃ tʃʼ tʼ u w x ʔ
kwak1269	lapsyd	kwakwala_kwak1269	49	42	7	upsid	kwak1269-437	48	42	6	0.52	0.85	xʲ iː kʷ dz kʲ n̰ t a χ h m qʷ n ɢʷ ɬ xʷ tʼ j qʼʷ kʼʷ d ʔ tsʼ l̰ m̰ l kʼʲ χʷ qʼ gʲ s uː p ə tɬ q w aː ɔː dɮ ts j̰ gʷ ɢ b w̰ tɬʼ ɛː pʼ	a b ç cʰ cʼ d dɮ dz ə ɛ gʷ ɢ ɢʷ h i j j̰ ɟ kʷʰ kʼʷ l l̰ ɬ m m̰ n n̰ ɔ pʰ pʼ qʰ qʷʰ qʼʷ qʼ s tʰ tɬʰ tɬʼ tsʰ tsʼ tʼ u w w̰ xʷ ʔ χ χʷ
west2600	lapsyd	westmakian_west2600	23	17	6	upsid	west2600-469	23	17	6	0.84	0.96	a h ŋ r d̪ k n̪ ɸ i dʒ b o l u g ə p m n̠ tʃ e t̪ s	a b d̪ dʒ e̞ ə g h i k l m n̠ n̪ ŋ o̞ p ɸ r s t̪ tʃ u
iran1263	lapsyd	irantxe_iran1263	51	21	30	upsid	iran1263-371	39	21	18	0.64	0.81	ĩ ɛː ɾ kʲ ɛ̃ ɛ ɔ̃ a ũ aː ʃ ɛ̃ː w ʔ n ɔ pʷ ãː m ɨ̃ĩ ɨ̃ː mʷ b ɔː k ɨː ĩː t iː oi uː bʷ ãĩ u l d õĩ ɨ ʍ ɔ̃ː p ai i ũː ɨ̃ tʲ j h ã ɨi ʂ	a ã ai ãĩ b bʷ d ɛ ɛ̃ h i ĩ ɨ ɨ̃ ɨi ɨ̃ĩ j k kʲ l m mʷ n ɔ ɔ̃ ɔi ɔ̃ĩ p pʷ ɾ s ʃ t tʷ u ũ w ʍ ʔ
nucl1235	lapsyd	armenianeastern_nucl1235	35	29	6	upsid	nucl1235-362	36	30	6	0.82	0.91	pʼ s̪ ɻ̝ u kʰ ts̪ h tʃʼ r tʃ v t̪ ə k ts̪ʼ pʰ l̪ o m j ʁ̞ kʼ p t̪ʰ i n̪ e ʒ z̪ χ ts̪ʰ a ʃ t̪ʼ tʃʰ	a e̞ f h i ie̞ j k kʰ kʼ l̪ m n̪ o̞ p pʰ pʼ r ʁ̞ s̪ ʃ t̪ t̪ʰ ts̪ ts̪ʰ ts̪ʼ tʃ tʃʰ tʃʼ t̪ʼ u v z̪ ɻ̝ ʒ χ
nort2957	lapsyd	nahuatlnorthpuebla_nort2957	24	16	8	upsid	nort2957-486	20	16	4	0.76	0.90	l ɛ n̪ t̪ a m o i tʃ iː tɬ ʔ aː ɸ̞ β̞ j ʃ kʷ oː ei k ts p s	a ɛ i j k kʷ l m n̪ o̞ p ɸ̞ s ʃ t̪ tɬ ts tʃ ʔ β̞
zand1248	lapsyd	azande_zand1248	42	26	16	upsid	zand1248-645	35	19	16	0.83	0.87	u gb ⁿd ⁿz kp ⁿɺ z ɪ g f ɺ ɛ̃ w k ɛ ũ ⁿb h ɜ ʊ̃ j m ⁿv n v p ɜ̃ ɪ̃ ɔ̃ i ĩ ɔ ⁿgb ã ⁿg ɲ d t a s ʊ b	a ã b d ɛ ɛ̃ ɜ ɜ̃ f g gb h i ĩ ɪ ɪ̃ j k kp m n ɲ ɔ ɔ̃ p ɺ s t u ũ ʊ ʊ̃ v w z
maba1277	lapsyd	maba_maba1277	37	27	10	upsid	maba1277-456	29	22	7	0.65	0.76	ɛː k ɔː ⁿb iː c f t l uː g ɖ w r j a ⁿg s ʃ aː z i b u ɛ ʒ ɟ n d ɲ ⁿɟ ⁿɖ ⁿd ŋ ʈ ɔ m	a b d ɖ e ɛ f g i j ɟ k l m n ɲ ŋ o ɔ r s ʃ t ʈ u w z ʒ ʔ
koyr1240	lapsyd	songhaykoyrachiinidialect_koyr1240	32	18	14	phoible	koyr1240-1257	37	23	14	0.57	0.71	d ɛu o ŋ oː iː u e j ɲ g ɔi w m t eu aː b k eː tʃ l ɾ uː h f dʒ oi n i s a	a aː b d e eː ɛ ɛː f g gᶣ h i iː j̃ k l m n ɲ ŋ ŋʷ o oː ɔ ɔː p r s ʃ t tʃ u uː w z ʔ
sout2985	lapsyd	sierramiwoksouthern_sout2985	27	15	12	upsid	sout2985-547	21	15	6	0.78	0.85	h ɛ i t ŋ l aː m ʃ iː a j uː ɔ k ʔ ɔː u ɨ p n s̪ ɛː w ɨː t̪ tʃ	a ɛ h i ɨ j k l m n ŋ ɔ p s̪ ʃ t t̪ tʃ u w ʔ
arab1268	lapsyd	arabela_arab1268	18	11	7	upsid	arab1268-229	18	11	7	0.71	0.92	w m j o r u i p e n s k h̃ t a au ai ʃ	a ai au e̞ h i j k m n o̞ p r s ʃ t u w
yess1239	lapsyd	yessanmayo_yess1239	22	17	5	upsid	yess1239-639	20	16	4	0.62	0.80	ɽ s ⁿb a ⁿd r ʊ ɨ o kʷ l t ⁿgʷ ɸ h ⁿg ɛ j n w m k	a ɒ ɜ h ɨ j kʰ kʷ l m ⁿb n ⁿd ⁿg ⁿgʷ ɸ r s tʰ w
ogbi1239	lapsyd	ogbia_ogbi1239	42	22	20	upsid	ogbi1239-507	34	24	10	0.73	0.76	m p ʊ n k oː u i t b iː kp ɣ β ʊː s ɲ w ɪː a gb l ɐː ɔː eː j z g o aː uː r f nʷ ɛː ɪ v ɔ e d ɐ ɛ	a ɐ b ɓ d ɗ e ɛ f g gb ɣ i ɪ j k kp l m n nʷ ɲ o ɔ p r s t u ʊ v w z β
halh1238	lapsyd	khalkha_halh1238	52	35	17	upsid	halh1238-405	33	21	12	0.29	0.59	iː j ʊ βʲ kʰ rʲ ʊː tʃʰ e ɔ x ɸ ae ɔː ŋ pʲ s ç uː oː ɟ p ui ʊi i u nʲ ɮ̪ t̪ʲʰ t̪ ɵ pʰ m t̪ʰ a ts̪ʰ mʲ pʲʰ ɮʲ aː t̪ʲ ɢ k β ʃ cʰ tʃ r̪ g ɔi n̪ ts̪	a ae̞ b d dz dʒ e̠ g i ɪ j kʰ l l̥ m n o̟ ɔ ɔi pʰ ɸ r s ʃ tʰ tsʰ tʃʰ u ui ʊ ʊi x β
cent2050	lapsyd	kanuri_cent2050	29	22	7	upsid	cent2050-421	29	23	6	0.81	0.88	ɭ ʃ dʒ k j w s h l ɨ m n ɲ t z ɐ o i tʃ d ʔ a ɸ g e ɾ f b u	a b d dʒ e̞ f g h i ɨ j k l ɭ m n ɲ o̞ p ɸ ɾ s ʃ t tʃ u w z ʔ
yany1243	lapsyd	yanyuwa_yany1243	32	29	3	upsid	yany1243-379	32	29	3	1.00	1.00	n̠ ⁿp ʊ ɪ k ɭ ŋ ⁿt̠ l̠ w ⁿt̪ n l ⁿkʲ l̪ r m ⁿk ŋʲ j t t̪ ⁿʈ ⁿt ʈ n̪ ɽ a ɳ kʲ t̠ p	a ɪ j k kʲ l l̠ l̪ ɭ m ⁿp n n̠ n̪ ⁿt ⁿt̠ ⁿt̪ ɳ ⁿʈ ŋ ŋʲ ⁿk ⁿkʲ p r ɽ t t̠ t̪ ʈ ʊ w
sout2750	lapsyd	kolymayukaghir_sout2750	31	19	12	phoible	sout2750-1027	33	21	12	0.78	0.89	k p dʒ iː oː ʎ a l uː ʃ eː d u øː g i t r o ʁ aː q n ø tʃ e ɲ b j m ʒ	a aː d̪ dʒ e eː g i iː j k l ʎ m n ɲ ŋ o ø oː øː p q r ʁ ʃ t̪ tʃ u uː w ʒ ʔ
arhu1242	lapsyd	ikacolombia_arhu1242	28	18	10	phoible	arhu1242-1096	32	16	16	0.71	0.79	i s o ɨ ɐ ʔ dʒ z b ei p m g w tʃ t h iɨ a d n u ou β ʒ k ɾ e	a b d dʒ e ei ə g h i ia iɨ ɨ k m n o ou p ɾ s t tʃ u ua ue uə ui uɨ z ʔ β
iaai1238	lapsyd	iaai_iaai1238	54	37	17	upsid	iaai1238-363	52	36	16	0.77	0.87	w œ ɳ̊ h ʃ m̥ ŋ̊ g ɭ̊ f y ɔː m i ŋ θ b e ɔ ɲ̊ s n̪ iː ɭ mʷ k bʷ o t̪ tʃ ɸ ɛː d̪ p β m̥ʷ ʍ x ɲ ɖ ø ʈ uː n̪̥ ɹ u dʒ eː ɳ æː æ ð ɛ oː	æ æː b ð d dʒ ɖ e eː ɛ ɛː f g gb h i iː k ɭ ɭ̊ m m̥ n ɲ ɲ̊ ɳ ɳ̊ ŋ ŋ̊ ŋm ŋ̥m̥ o oː œ ɔ ɔː p ɸ ɹ s ʃ t tʃ ʈ u uː w ʍ x y β θ
koas1236	lapsyd	koasati_koas1236	26	14	12	phoible	koas1236-1106	21	15	6	0.34	0.72	p oː tʃ a h m t aː ĩː s n l ɬ b f k i j õ ã w o õː ĩ ãː iː	a aː b ɕ h i iː j k l̪ ɬ̪ m n̪ p ɸ t̪ tʃ u uː w ʔ
sout2949	lapsyd	southernkiwaiislanddialect_sout2949	21	13	8	upsid	sout2949-411	19	12	7	0.60	0.81	m e p ʔ n ae ɾ i t u oi s w o k b g au j d a	a au b d e̞ g i k m n o̞ o̞u p r s t u w ʔ
maib1239	lapsyd	maybratmayhapehdialectofayawasivillage_maib1239	16	11	5	phoible	maib1239-938	16	11	5	0.88	0.96	t f p k r s a u m i n x w ɔ j e	a e f i j k m n o p r s t u w x
nand1266	lapsyd	nandi_nand1266	33	13	20	phoible	nand1266-954	23	13	10	0.70	0.79	ɑ ʊː o k n i ɛ u eː ɔː j ɛː uː ɔ e c l p iː ɾ ɲ ŋ m a t ɪː s ɪ ʊ ɑː aː w oː	a aː c e eː i iː j k l m n ɲ ŋ o oː p ɾ s t u uː w
ingu1240	lapsyd	ingush_ingu1240	46	34	12	phoible	ingu1240-893	48	35	13	0.81	0.90	uː q ħ ʡ k uo n v ie ʃ r̥ d̪ oa x t̪ kʼ ea l dʒ tsʼ a o r qʼ b p m ʔ e iː aː z j s tʃ tʃʼ f ʁ i t̪ʼ u h g ts ʒ pʼ	a aː b d̪ dz dʒ e ea f g ɢ h ħ i iː ie ɨ j k kʼ l m n o oa p pʼ q qʼ ɾ ɾ̥ s ʃ t̪ ts tsʼ tʃ tʃʼ t̪ʼ u uː uo v x z ʒ ʔ ʔˤ
iban1264	lapsyd	iban_iban1264	25	19	6	upsid	iban1264-364	25	19	6	0.85	0.96	l d r ɔ a i k w dʒ t p m b s j ɲ ɛ ŋ ʔ h ə n u tʃ g	a b d dʒ e̞ ə g h i j k l m n ɲ ŋ o̞ p r s t tʃ u w ʔ
pech1241	lapsyd	pechculmidialect_pech1241	36	16	20	upsid	pech1241-512	28	18	10	0.42	0.66	j m õː s̪ ẽː ãː a uː iː eː o ẽ ã h ĩ w ũː k t̪ aː ũ oː l̪ ɾ u n ʔ e ĩː p r i kʷ õ ʃ b	a ã b e̞ ẽ̞ h i ĩ j k kʷ l m n ɲ o̞ õ̞ p r ɾ s ʃ t u ũ w w̃ ʔ
dier1241	lapsyd	diyari_dier1241	25	22	3	upsid	dier1241-305	25	22	3	0.85	0.92	l ɾ t r u ɳ n̪ k j w ɲ ʈ ʎ ɐ m ɭ l̪ t̪ i p n ɖ t̠ ɻ ŋ	a c ɾ ɖ i j k l l̪ ɭ ʎ m n n̪ ɲ ɳ ŋ p r ɻ t t̪ ʈ u w
ikkk1242	lapsyd	ik_ikkk1242	46	29	17	upsid	ikkk1242-368	44	31	13	0.61	0.81	l d̪ ts f m k tɬ̰ z uː r s w ɔ dʒ a o ŋ g oː eː i u ts̰ ɲ ɔː h p ɗ ɪː iː ɛː n̪ ɬ ɪ ɛ tʃ ɮ j aː e ʊː b k̰ dz t̪ ɓ	a ḁ b ɓ d̪ dz dʒ ɗ e e̞̥ ɛ f g ɠ h i i̥ ɪ j ʄ k kʼ l ɬ ɮ m n̪ ɲ ŋ o o̞̥ ɔ p r s t̪ tɬʼ ts tsʼ tʃ u u̥ w z
kama1365	lapsyd	kamang_kama1365	28	16	12	upsid	kama1365-617	28	16	12	0.60	0.78	a̟ ʋ ɒ g t̪ ɨ m ɛ r l̪ s̪ j k ʉ ɔ ŋ ɪ b p a h ɵ f ə n̪ d̪ ʊ ɑ	a a̟ ɑ ɒ b d e̞̠ ɛ f g h ɪ ɨ j k l m n ŋ o̞̟ ɔ p r s t ʉ ʊ ʋ
bamb1269	lapsyd	bambara_bamb1269	49	21	28	upsid	bamb1269-238	35	21	14	0.71	0.80	m ɛ ŋ ɲ dʒ f ɛː n k iː oː ĩ e aː tʃ o ʃ g h ũ ɛ̃ː b eː ĩː ẽ õː ãː uː w ɔ̃ õ ã ɔ̃ː ɔː ɾ ũː t d j s u ɛ̃ p i a ẽː z ɔ l	a ã b d dʒ ɾ e ẽ ɛ ɛ̃ f g h i ĩ j k l m n ɲ ŋ o õ ɔ ɔ̃ p s ʃ t tʃ u ũ w z
bamb1269	lapsyd	bambara_bamb1269	49	21	28	phoible	bamb1269-1496	56	32	24	0.62	0.71	m ɛ ŋ ɲ dʒ f ɛː n k iː oː ĩ e aː tʃ o ʃ g h ũ ɛ̃ː b eː ĩː ẽ õː ãː uː w ɔ̃ õ ã ɔ̃ː ɔː ɾ ũː t d j s u ɛ̃ p i a ẽː z ɔ l	a ã aː ãː b bʷ c d e ẽ eː ɛ ɛ̃ ɛː f fʷ g gʷ h i ĩ iː j ɟ k kʷ l m mʲ ⁿp ⁿpʲ ⁿt ɲ ⁿc ɲʷ ŋ ⁿk ŋʷ o õ oː ɔ ɔ̃ ɔː ɔ̃ː p r s t u ũ uː ũː v w z
bamb1269	upsid	bamb1269-238	35	21	14	phoible	bamb1269-1496	56	32	24	0.49	0.57	a ã b d dʒ ɾ e ẽ ɛ ɛ̃ f g h i ĩ j k l m n ɲ ŋ o õ ɔ ɔ̃ p s ʃ t tʃ u ũ w z	a ã aː ãː b bʷ c d e ẽ eː ɛ ɛ̃ ɛː f fʷ g gʷ h i ĩ iː j ɟ k kʷ l m mʲ ⁿp ⁿpʲ ⁿt ɲ ⁿc ɲʷ ŋ ⁿk ŋʷ o õ oː ɔ ɔ̃ ɔː ɔ̃ː p r s t u ũ uː ũː v w z
paez1247	lapsyd	paez_paez1247	52	36	16	upsid	paez1247-513	37	29	8	0.39	0.67	w j o p ts pʲ ḛ̃ ŋ i ɺʲ ã ⁿdʲ tsʰ m nʱ kʰ ẽ tʲʰ e ⁿb ⁿʒ nʲ ɸʲ ⁿd ʃ ḭ ã̰ kʲ tʲ a pʰ ḭ̃ tʃʰ ɺ s t a̰ ⁿz tʰ õ̰ tʃ k ḛ ⁿbʲ xʲ ĩ o̰ n x ⁿβʲ õ ⁿg	a ã ç ɛ ɛ̃ ɣ h i ĩ j k m ⁿb n ⁿd ⁿdʲ ⁿz ⁿʒ ɲ ⁿg p ɸʲ ɺ ɺʲ ɾ s ʃ ʃʲ t tʲ ts tʃ u ũ w ʔ β
ache1246	lapsyd	ache_ache1246	24	12	12	upsid	ache1246-348	21	11	10	0.41	0.69	ũ ʔ tʃ k i β̞ a õ ⁿb ⁿdʒ t ẽ ɨ̃ j p ĩ ã ɨ ⁿg u e ɾ o ⁿd	a ã dʒ e̞ ẽ̞ i ĩ k m ⁿb ⁿd ⁿg o̞ õ̞ p ɺ t tʃ u ũ β
aghe1239	lapsyd	aghem_aghe1239	36	26	10	upsid	aghe1239-204	35	25	10	0.87	0.97	gb ʔ j l o ʊ ŋ tʃ dʒ i̝ ŋm ts pf kp ɒ ɲ f ɣ d m s k n dz z w g ɛ b t bv ɔ u̝ ɪ a e	a ɒ b bv d dz dʒ e ɛ f g gb ɣ i ɪ j k kp l m n ɲ ŋ ŋm o ɔ s t ts tʃ u ʊ w z ʔ
aghe1239	lapsyd	aghem_aghe1239	36	26	10	phoible	aghe1239-1524	47	28	19	0.57	0.77	gb ʔ j l o ʊ ŋ tʃ dʒ i̝ ŋm ts pf kp ɒ ɲ f ɣ d m s k n dz z w g ɛ b t bv ɔ u̝ ɪ a e	a aː ɒ ɒː b bv d dz dʒ e eː ɛ ɛː f g gb ɣ i iː ɪ ɪː j kʰ kp l m n ɲ ŋ ŋm o oː ɔ ɔː pf pʰ ʃ tʰ ts tʃ u uː ʊ v w ʒ ʔ
aghe1239	upsid	aghe1239-204	35	25	10	phoible	aghe1239-1524	47	28	19	0.61	0.74	a ɒ b bv d dz dʒ e ɛ f g gb ɣ i ɪ j k kp l m n ɲ ŋ ŋm o ɔ s t ts tʃ u ʊ w z ʔ	a aː ɒ ɒː b bv d dz dʒ e eː ɛ ɛː f g gb ɣ i iː ɪ ɪː j kʰ kp l m n ɲ ŋ ŋm o oː ɔ ɔː pf pʰ ʃ tʰ ts tʃ u uː ʊ v w ʒ ʔ
tamp1252	lapsyd	tampulma_tamp1252	42	24	18	upsid	tamp1252-586	33	24	9	0.67	0.76	ɔ p a ɪː j ɲ l e h uː dʒ ɔː ɾ w k gb b ʊ ŋ i kp ʊː d aː s ɛː o z ŋm g eː ɛ m t tʃ ɪ v oː n f u iː	a b c d e ɛ f g gb h i ɪ j ɟ k kp l m n ɲ ŋ ŋm o ɔ p r s t u ʊ v w z
karo1304	lapsyd	karuk_karo1304	24	16	8	upsid	karo1304-438	27	16	11	0.76	0.82	ʔ ʊː n̪ j p tʃ x m f iː ʊ ɾ s h oː s̪ β̞ a ʃ t̪ aː i k eː	a ã aː eː ɛ f h i ĩ iː j k m n oː p ɾ s s̪ ʃ t tʃ ʊ ʊː x ʔ β̞
movi1243	lapsyd	movima_movi1243	29	19	10	upsid	movi1243-479	23	18	5	0.68	0.82	ɓ iː o e β p ʔ k aː ɬ ɾ m ɗ u n j i t h kʷ ʂ eː l j̰ w a tʃ uː oː	a ɓ ɗ e̞ h i j k kʷ l ɬ m n o̞ p ɾ ʂ t tʃ u w ʔ β
egyp1253	lapsyd	egyptianarabic_egyp1253	35	27	8	upsid	egyp1253-231	35	27	8	1.00	1.00	m dʒ w g s̪ ħ uː k æː iː a b q n̪ d̪ˤ s̪ˤ ʕ t̪ ʔ eː j l̪ z̪ˤ f χ ɪ t̪ˤ oː d̪ h z̪ ʁ r ʊ ʃ	a æː b d̪ dʒ d̪ˤ eː f g h ħ iː ɪ j k l̪ m n̪ oː q r ʁ s̪ s̪ˤ ʃ t̪ t̪ˤ uː ʊ w z̪ z̪ˤ ʔ ʕ χ
nung1290	lapsyd	nunggubuyu_nung1290	25	19	6	upsid	nung1290-503	23	19	4	0.66	0.85	ʈ ɭ k t̪ m j w iː a ŋ t l̪ n̠ uː u ɳ aː n ɻ ɾ p t̠ l i n̪	a ɐ ɪ j k l l̪ ɭ m n n̠ n̪ ɳ ŋ p r ɻ t t̠ t̪ ʈ ɯ̞ w
sang1328	lapsyd	sango_sang1328	39	27	12	upsid	sang1328-533	37	26	11	0.77	0.91	ɓ i ɛ̃ ɔ f p gb a z w e ũ j v g d h n kp ɲ ɾ ɔ̃ t ĩ s ã u ⁿv o ⁿb ɛ m ⁿd ⁿgb k ⁿg ⁿz b l	a ã b ɓ d e ɛ ɛ̃ f g gb h i j k kp l m ⁿb ⁿv n ⁿd ⁿʒ ⁿg ⁿgb o ɔ ɔ̃ p ɺ̠ ʃ t u ũ v w ʒ
brib1243	lapsyd	bribri_brib1243	28	16	12	upsid	brib1243-268	27	18	9	0.45	0.65	i u ã b r ɪ t ʔ ɾ ʊ o õ k ts ũ tʃ ɺ̣ ʃ ẽ d a p h j e s w ĩ	a ã b d e̞ ẽ̞ g i j k m n ɲ o̞ õ̞ p r s ʃ t ts tʃ u ũ w x z
isok1239	lapsyd	isokouzeredialect_isok1239	37	28	9	upsid	isok1239-372	37	28	9	0.95	0.96	v gb k h d̪ n̪ i ɾ r f j s kp n ʊ p o ɪ e t̪ u t z vʱ ŋʷ a ɹ ɔ β̞ g d ɛ l ɣ ɣʷ b m	a b ɓ̥ d d̪ e ɛ f g gb ɣ ɣʷ h i ɪ j k l m n n̪ ŋʷ o ɔ p r ɹ ɾ s t t̪ u ʊ v vʱ z β̞
koko1269	lapsyd	kokota_koko1269	27	22	5	phoible	koko1269-913	27	22	5	0.38	0.75	g ŋ̊ m ɭ̊ ɽ ʊ e ʂ ŋ h b m̥ f ɳ ɪ a o v p ɳ̊ ɖ k ɣ ɭ ʐ ʈ ɽ̥	a b d e f g ɣ h i k l l̥ m m̥ n n̥ ŋ ŋ̊ o p ɾ ɾ̥ s t u v z
lako1247	lapsyd	lakotateton_lako1247	33	25	8	upsid	lako1247-445	36	28	8	0.82	0.87	ɣ ʒ kʰ ɛ l tʰ ũ tʃʼ m s u ĩ pʼ ʔ tʼ i tʃʰ z h k j tʃ p kʼ x ɔ pʰ t ʃ ã a w n	a ã b ɛ ɣ h i ĩ j k kʰ kʼ l m n o p pʰ pʼ s sʼ ʃ ʃʼ t tʰ tʃ tʃʰ tʃʼ tʼ u ũ w x xʼ z ʒ
muin1242	lapsyd	muinane_muin1242	28	22	6	upsid	muin1242-256	28	22	6	0.87	0.91	u ʃ β i r o s ɨ ɟ rʲ tʃ ɛ m ʔ dʒ x c g p d ɲ b j a k n t ɸ	a b c d dʒ ɛ g i ɨ ɟ k m n ɲ o̞ p ɸ r rʲ s ʃ t tʃ u x ʑ ʔ β
west2644	lapsyd	chatinowesternhighland_west2644	42	33	9	upsid	west2644-294	25	16	9	0.43	0.61	tʃ j ĩ d n̰ hʲ ɾ ts z e ɔ̃ n ð b k ɛ̃ s lʲ nʲ o dʲ m hʷ ʃ n̰ʲ ʔ tʲ ʔʷ t l p gʷ kʷ a i g h w ũ ʔʲ ʒ u	a b d e̞ ẽ̞ g h i ĩ j k l m n o̞ õ̞ p r s ʃ t u ũ w ʔ
japr1238	lapsyd	japreria_japr1238	24	12	12	upsid	japr1238-386	24	12	12	0.71	0.94	a ɺ h m tʃ ã o ɨ̃ b õ u ʔ ẽ ʃ k p n e ĩ ũ j i ɨ t	a ã b e̞ ẽ̞ h i ĩ ɨ ɨ̃ j k m n o̞ õ̞ p ɺ ʃ t tʃ u ũ ʔ
bash1264	lapsyd	bashkir_bash1264	36	27	9	upsid	bash1264-237	38	27	11	0.76	0.86	i j ʊ w ɒ x ɵ ŋ v n m b f g q z s ð y ʒ h l ɤ θ ʔ t p d ø k ʁ tʃ r ə æ ʃ	æ ɑ b d ə ɛ ɤ̞ f g h i j k l m n ŋ ø o̞ ɔ p q r ʁ s ʃ t ts tʃ ʊ v w x y z ʒ ʔ θ
silt1240	lapsyd	silti_silt1240	34	24	10	phoible	silt1240-1414	56	46	10	0.55	0.61	kʼ b t ʔ g k oː j aː d i eː ʒ dʒ h tʼ iː e n o m ɲ l a s f ɾ tʃ z uː w u ʃ tʃʼ	aː b bː d dː dʒ dʒː e eː ə f fː g gː h i iː j jː k kː kʼ kʼː l lː m mː n nː ɲ ɲː o oː r rː s sː ʃ ʃː t tː tʃ tʃː tʃʼ tʃʼː tʼ tʼː u uː w wː z zː ʒ ʒː ʔ
selk1253	lapsyd	selkuptaznortherndialect_selk1253	38	16	22	upsid	selk1253-538	34	18	16	0.38	0.71	iː n e ɯː ʎ øː ɒː ə y a̟ əː s̪ l p ɯ ɒ aː q ɲ j yː ø ŋ β̞ k oː r ʃ eː a̟ː uː a u o i ʈ t̪ m	a a̟ aː a̟ː e̞ e̞ː ɤ̞ ɤ̞ː ɣ iː j k l lʲ m n ɲ ŋ o̞ ø̞ː o̞ː p q r s ʃ t tʲ ʈʂ u uː w y yː
mbaa1245	lapsyd	mbane_mbaa1245	31	24	7	upsid	mbaa1245-458	31	24	7	1.00	1.00	k ⁿgb a n i l p ⁿg gb ⁿdʒ w ɗ f tʃ g t ɔ e ⁿd d ɓ ɛ dʒ o kp ⁿb b n̠ j v u	a b ɓ d dʒ ɗ e ɛ f g gb i j k kp l ⁿb n̠ n ⁿd ⁿdʒ ⁿg ⁿgb o ɔ p t tʃ u v w
bagi1246	lapsyd	bagirmi_bagi1246	39	30	9	phoible	bagi1246-1469	45	29	16	0.58	0.69	ɖ p w ɲ ɛ e ɐ g n̪ ⁿg ʈ c ⁿɟ ʃ ⁿb i o ɔ u ɓ t̪ s m ⁿd̪ ə ʄ k ᶑ h ʔ j b ɟ z ṛ ŋ a ɭ d̪	a aː b ɓ c d̪ ɖ ᶑ e eː ɛ ɘ f g h i iː ɪ j ɟ ʄ k l m n̪ ɲ ŋ o oː ɔ p ɸ r s ʃ t̪ ʈ u uː ʊ v ʌ w z ʔ
coma1245	lapsyd	comanche_coma1245	27	14	13	phoible	coma1245-864	18	12	6	0.55	0.70	w h uː ɨ aː u ɾ ʔ j s t̪ i m n̪ iː ai e p β ts̪ oː ɨː k kʷ a eː o	ɑ e h i ɨ j k kʷ m n o p s t̪ ts̪ u w ʔ
amah1246	lapsyd	amahuaca_amah1246	22	14	8	upsid	amah1246-216	22	14	8	0.69	0.93	õ j h p ɯ̃ m ç ʔ n ɯ θ s̪ k ɪ ɾ tʃ ã w t o ɪ̃ a	a ã h ɪ ɪ̃ j k m n o̞ õ̞ p ɾ s t tʃ ɯ ɯ̃ w x ʔ θ
toll1241	lapsyd	tol_toll1241	28	22	6	upsid	toll1241-382	28	22	6	0.65	0.91	s k h a ʔ kʰ t̰ m t k̰ tʰ tsʰ ŋ pʰ l ts β e o p̰ j w i u ts̰ n ɨ p	a e̞ h i ɨ j k kʰ kˀ l m n ŋ o̞ p pʰ pˀ s t tʰ ts tsʰ tsˀ tˀ u w ʔ β
yoru1245	lapsyd	yoruba_yoru1245	29	18	11	upsid	yoru1245-636	29	18	11	1.00	1.00	gb n dʒ k e o j ɔ̃ f t ɛ d b ɾ ũ m ɔ ɛ̃ s h ĩ kp l ʃ u i w g a	a b d dʒ e ɛ ɛ̃ f g gb h i ĩ j k kp l m n o ɔ ɔ̃ ɾ s ʃ t u ũ w
efik1245	lapsyd	efik_efik1245	20	13	7	upsid	efik1245-316	20	13	7	0.82	0.97	m i e ɲ j n b ɵ u ɔ k s ɛ f a t ŋʷ d w kp	a b d e ɛ f i j k kp m n ɲ ŋ o ɔ s t u w
